,id,ICD10_CODE,Freq,VALIDITY_x,SHORT_DESCRIPTION_x,LONG_DESCRIPTION_x,FULL_DESCRIPTION_x,STATUS_x,CODE_TYPE_x
177,178,C44.92,6,C,SQUAMOUS CELL CARCINOMA SKIN UNS,"SQUAMOUS CELL CARCINOMA OF SKIN, UNSPECIFIED","Squamous cell carcinoma of skin, unspecified",,1
178,179,C47.9,1,C,MAL NEOPLSM PERIPH NERVES & ANS UNS,MALIGNANT NEOPLASM PERIPH NERVES & ANS UNS,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",,1
179,180,C48.0,3,C,MALIGNANT NEOPLASM RETROPERITONEUM,MALIGNANT NEOPLASM OF RETROPERITONEUM,Malignant neoplasm of retroperitoneum,,1
180,181,C49.9,3,C,MAL NEOPLASM CONN & SOFT TISS UNS,MALIGNANT NEOPLASM CONNECTIVE & SOFT TISSUE UNS,"Malignant neoplasm of connective and soft tissue, unspecified",,1
181,182,C4A.9,2,C,MERKEL CELL CARCINOMA UNSPECIFIED,MERKEL CELL CARCINOMA UNSPECIFIED,"Merkel cell carcinoma, unspecified",,1
182,183,C50.111,2,C,MAL NEO CENTRAL PORTION RT FEM BRST,MALIG NEOPLASM CENTRAL PORTION RT FEMALE BREAST,Malignant neoplasm of central portion of right female breast,,1
183,184,C50.411,3,C,MAL NEO UP-OUTER QUAD RT FEM BREAST,MALIG NEOPLASM UPPER-OUTER QUAD RT FEMALE BREAST,Malignant neoplasm of upper-outer quadrant of right female breast,,1
184,185,C50.419,1,C,MAL NEO UP-OUTER QUAD UNS FEM BRST,MALIG NEOPLASM UPPER-OUTER QUAD UNS FEMALE BRST,Malignant neoplasm of upper-outer quadrant of unspecified female breast,,1
185,186,C50.612,1,C,MAL NEO AXILLARY TAIL LT FEM BREAST,MALIGNANT NEOPLASM AXILLARY TAIL LT FEMALE BRST,Malignant neoplasm of axillary tail of left female breast,,1
186,187,C50.911,31,C,MAL NEO UNS SITE RT FEMALE BREAST,MALIGNANT NEOPLASM UNS SITE RIGHT FEMALE BREAST,Malignant neoplasm of unspecified site of right female breast,,1
187,188,C50.912,29,C,MAL NEO UNS SITE LT FEMALE BREAST,MALIGNANT NEOPLASM UNS SITE LEFT FEMALE BREAST,Malignant neoplasm of unspecified site of left female breast,,1
188,189,C50.919,95,C,MAL NEO UNS SITE UNS FEMALE BREAST,MALIGNANT NEOPLASM UNS SITE UNS FEMALE BREAST,Malignant neoplasm of unspecified site of unspecified female breast,,1
189,190,C50.922,1,C,MAL NEO UNS SITE LEFT MALE BREAST,MALIGNANT NEOPLASM OF UNS SITE LEFT MALE BREAST,Malignant neoplasm of unspecified site of left male breast,,1
190,191,C50.929,2,C,MAL NEO UNS SITE UNS MALE BREAST,MALIGNANT NEOPLASM OF UNS SITE UNS MALE BREAST,Malignant neoplasm of unspecified site of unspecified male breast,,1
191,192,C54.1,8,C,MALIGNANT NEOPLASM OF ENDOMETRIUM,MALIGNANT NEOPLASM OF ENDOMETRIUM,Malignant neoplasm of endometrium,,1
192,193,C55,4,C,MALIGNANT NEOPLASM UTERUS PART UNS,MALIGNANT NEOPLASM OF UTERUS PART UNSPECIFIED,"Malignant neoplasm of uterus, part unspecified",,1
193,194,C56.1,2,C,MALIGNANT NEOPLASM OF RIGHT OVARY,MALIGNANT NEOPLASM OF RIGHT OVARY,Malignant neoplasm of right ovary,,1
194,195,C56.9,6,C,MALIGNANT NEOPLASM UNS OVARY,MALIGNANT NEOPLASM OF UNSPECIFIED OVARY,Malignant neoplasm of unspecified ovary,,1
195,196,C57.4,1,C,MALIG NEOPLASM UTERINE ADNEXA UNS,MALIGNANT NEOPLASM OF UTERINE ADNEXA UNSPECIFIED,"Malignant neoplasm of uterine adnexa, unspecified",,1
196,197,C57.8,1,C,MAL NEO OVERLAP SITE FEM GENIT ORGN,MALIG NEO OVERLAP SITES FEMALE GENITAL ORGANS,Malignant neoplasm of overlapping sites of female genital organs,,1
197,198,C61,153,C,MALIGNANT NEOPLASM OF PROSTATE,MALIGNANT NEOPLASM OF PROSTATE,Malignant neoplasm of prostate,,1
198,199,C64.1,2,C,MALIG NEO RT KIDNEY NO RENAL PELVIS,MALIGNANT NEOPLASM RT KIDNEY EXCEPT RENAL PELVIS,"Malignant neoplasm of right kidney, except renal pelvis",,1
199,200,C64.2,2,C,MALIG NEO LT KIDNEY NO RENAL PELVIS,MALIGNANT NEOPLASM LT KIDNEY EXCEPT RENAL PELVIS,"Malignant neoplasm of left kidney, except renal pelvis",,1
200,201,C64.9,11,C,MALIG NEO UNS KIDNEY NO RENAL PELV,MALIGNANT NEOPLASM UNS KIDNEY EXCEPT RENL PELVIS,"Malignant neoplasm of unspecified kidney, except renal pelvis",,1
201,202,C67.4,1,C,MALIGNANT NEOPLASM POST WALL BLADDR,MALIGNANT NEOPLASM OF POSTERIOR WALL OF BLADDER,Malignant neoplasm of posterior wall of bladder,,1
202,203,C67.9,33,C,MALIGNANT NEOPLASM OF BLADDER UNS,MALIGNANT NEOPLASM OF BLADDER UNSPECIFIED,"Malignant neoplasm of bladder, unspecified",,1
203,204,C69.32,2,C,MALIGNANT NEOPLASM OF LEFT CHOROID,MALIGNANT NEOPLASM OF LEFT CHOROID,Malignant neoplasm of left choroid,,1
204,205,C71.9,1,C,MALIGNANT NEOPLASM OF BRAIN UNSPEC,MALIGNANT NEOPLASM OF BRAIN UNSPECIFIED,"Malignant neoplasm of brain, unspecified",,1
205,206,C73,7,C,MALIGNANT NEOPLASM OF THYROID GLAND,MALIGNANT NEOPLASM OF THYROID GLAND,Malignant neoplasm of thyroid gland,,1
206,207,C76.0,3,C,MALIGNANT NEOPLASM HEAD FACE & NECK,MALIGNANT NEOPLASM OF HEAD FACE AND NECK,"Malignant neoplasm of head, face and neck",,1
207,208,C77.9,1,C,SEC & UNS MAL NEO LYMPH NODE UNS,SECONDARY & UNS MALIG NEOPLASM LYMPH NODE UNS,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",,1
208,209,C78.00,3,C,SECONDARY MALIG NEOPLASM UNS LUNG,SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED LUNG,Secondary malignant neoplasm of unspecified lung,,1
209,210,C78.02,2,C,SECONDARY MALIG NEOPLASM LT LUNG,SECONDARY MALIGNANT NEOPLASM OF LEFT LUNG,Secondary malignant neoplasm of left lung,,1
210,211,C78.7,2,C,SEC MAL NEO LIVER & INTRAHEPATIC BD,SECONDARY MALIG NEOPLASM LIVER & INTRAHEPATIC BD,Secondary malignant neoplasm of liver and intrahepatic bile duct,,1
211,212,C79.51,6,C,SECONDARY MALIGNANT NEOPLASM BONE,SECONDARY MALIGNANT NEOPLASM OF BONE,Secondary malignant neoplasm of bone,,1
212,213,C7A.098,1,C,MALIG CARCINOID TUMORS OF OTH SITES,MALIGNANT CARCINOID TUMORS OF OTHER SITES,Malignant carcinoid tumors of other sites,,1
213,214,C80.1,3,C,MALIGNANT PRIMARY NEOPLASM UNS,MALIGNANT PRIMARY NEOPLASM UNSPECIFIED,"Malignant (primary) neoplasm, unspecified",,1
214,215,C81.41,1,C,LYM-RICH HL LN HEAD FACE & NECK,LYM-RICH HODGKIN LYMPHOMA LN HEAD FACE & NECK,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of head, face, and neck",,1
215,216,C81.90,3,C,HODGKIN LYMPHOMA UNS UNS SITE,HODGKIN LYMPHOMA UNSPECIFIED UNSPECIFIED SITE,"Hodgkin lymphoma, unspecified, unspecified site",,1
216,217,C82.00,4,C,FL GRADE I UNSPECIFIED SITE,FOLLICULAR LYMPHOMA GRADE I UNSPECIFIED SITE,"Follicular lymphoma grade I, unspecified site",,1
217,218,C82.50,1,C,DIFFUSE FCL UNSPECIFIED SITE,DIFFUSE FOLLICLE CENTER LYMPHOMA UNSPEC SITE,"Diffuse follicle center lymphoma, unspecified site",,1
218,219,C83.10,1,C,MANTLE CELL LYMPHOMA UNS SITE,MANTLE CELL LYMPHOMA UNSPECIFIED SITE,"Mantle cell lymphoma, unspecified site",,1
219,220,C83.31,2,C,DIFFUSE LARGE BCL NODE HEAD FCE NCK,DIFFUSE LARGE B-CELL LYMPHOMA NODE HEAD FACE NCK,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",,1
220,221,C85.19,1,C,UNS B-CELL LYMPHOMA SOLID ORGAN,UNS B-CELL LYMPHOMA EXTRANODL & SOLID ORGAN SITE,"Unspecified B-cell lymphoma, extranodal and solid organ sites",,1
221,222,C85.24,1,C,MEDIASTINAL LBCL NODES AX & UP LIMB,MEDIAST LG B-CELL LYMPHOMA NODES AX & UP LIMB,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",,1
222,223,C85.90,26,C,NON-HODGKIN LYMPHOMA UNS UNS SITE,NON-HODGKIN LYMPHOMA UNS UNSPECIFIED SITE,"Non-Hodgkin lymphoma, unspecified, unspecified site",,1
223,224,C88.4,4,C,EXTRANODL MARGINAL ZONE BCL OF MALT,EXTRANODAL MARGINAL ZONE B-CELL LYMPHOMA OF MALT,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],,1
224,225,C90.00,64,C,MX MYELOMA NOT ACHIEVED REMISSION,MULTIPLE MYELOMA NOT HAVING ACHIEVED REMISSION,Multiple myeloma not having achieved remission,,1
225,226,C90.01,10,C,MULTIPLE MYELOMA IN REMISSION,MULTIPLE MYELOMA IN REMISSION,Multiple myeloma in remission,,1
226,227,C90.30,3,C,SOLITARY PLASMACYTOMA NO REMISSION,SOLITARY PLASMACYTOMA NOT HAVING ACHIEVED REMISS,Solitary plasmacytoma not having achieved remission,,1
227,228,C91.00,4,C,AC LYMPHOBLASTIC LEUKEMIA NO REMISS,ACUTE LYMPHOBLASTIC LEUKEMIA NOT ACHIEVED REMISS,Acute lymphoblastic leukemia not having achieved remission,,1
228,229,C91.10,45,C,CLL B-CELL TYPE NOT ACHIEVED REMISS,CHRONIC LYMPHOCYT LEUKEMIA B-CELL TYPE NO REMISS,Chronic lymphocytic leukemia of B-cell type not having achieved remission,,1
229,230,C91.90,17,C,LYMPHOID LEUKEMIA UNS NOT REMISSION,LYMPHOID LEUKEMIA UNS NOT HAVING ACHIEVED REMISS,"Lymphoid leukemia, unspecified not having achieved remission",,1
230,231,C91.92,1,C,LYMPHOID LEUKEMIA UNS IN RELAPSE,LYMPHOID LEUKEMIA UNSPECIFIED IN RELAPSE,"Lymphoid leukemia, unspecified, in relapse",,1
231,232,C92.90,3,C,MYELOID LEUKEMIA UNS NOT REMISSION,MYELOID LEUKEMIA UNS NOT HAVING ACHIEVED REMISS,"Myeloid leukemia, unspecified, not having achieved remission",,1
232,233,C94.6,5,C,MYELODYSPLASTIC DZ NOT CLASSIFIED,MYELODYSPLASTIC DISEASE NOT CLASSIFIED,"Myelodysplastic disease, not classified",,1
233,234,C95.10,1,C,CHR LEUKEMIA UNS CELL TYPE NO REMIS,CHRONIC LEUKEMIA UNS CELL TYPE NOT ACHIEV REMISS,Chronic leukemia of unspecified cell type not having achieved remission,,1
234,235,C95.90,13,C,LEUKEMIA UNS NOT ACHIEVD REMISSION,LEUKEMIA UNSPEC NOT HAVING ACHIEVED REMISSION,"Leukemia, unspecified not having achieved remission",,1
235,236,D00.02,1,C,CARCINOMA IN SITU OF BUCCAL MUCOSA,CARCINOMA IN SITU OF BUCCAL MUCOSA,Carcinoma in situ of buccal mucosa,,1
236,237,D01.0,2,C,CARCINOMA IN SITU OF COLON,CARCINOMA IN SITU OF COLON,Carcinoma in situ of colon,,1
237,238,D01.5,5,C,CA IN SITU LIVR GALLBLADD BILE DUCT,CARCINOMA IN SITU LIVER GALLBLADDER & BILE DUCTS,"Carcinoma in situ of liver, gallbladder and bile ducts",,1
238,239,D03.30,3,C,MELANOMA IN SITU OF UNS PART FACE,MELANOMA IN SITU OF UNSPECIFIED PART OF FACE,Melanoma in situ of unspecified part of face,,1
239,240,D03.9,1,C,MELANOMA IN SITU UNSPECIFIED,MELANOMA IN SITU UNSPECIFIED,"Melanoma in situ, unspecified",,1
240,241,D04.20,1,C,CA IN SITU SKIN UNS EAR & EAC,CARCINOMA IN SITU SKIN UNS EAR & EXT AUR CANAL,Carcinoma in situ of skin of unspecified ear and external auricular canal,,1
241,242,D04.22,1,C,CA IN SITU SKIN LT EAR & AUR CANAL,CARCINOMA IN SITU SKIN LEFT EAR & EXT AUR CANAL,Carcinoma in situ of skin of left ear and external auricular canal,,1
242,243,D04.30,2,C,CA IN SITU SKIN UNS PART FACE,CARCINOMA IN SITU OF SKIN UNSPECIFIED PART FACE,Carcinoma in situ of skin of unspecified part of face,,1
243,244,D04.9,2,C,CARCINOMA IN SITU OF SKIN UNS,CARCINOMA IN SITU OF SKIN UNSPECIFIED,"Carcinoma in situ of skin, unspecified",,1
244,245,D05.02,2,C,LOBULAR CA IN SITU LEFT BREAST,LOBULAR CARCINOMA IN SITU OF LEFT BREAST,Lobular carcinoma in situ of left breast,,1
245,246,D05.10,2,C,INTRADUCTAL CA IN SITU UNS BREAST,INTRADUCTAL CARCINOMA SITU OF UNSPECIFIED BREAST,Intraductal carcinoma in situ of unspecified breast,,1
246,247,D05.11,12,C,INTRADUCTAL CA IN SITU RIGHT BREAST,INTRADUCTAL CARCINOMA IN SITU OF RIGHT BREAST,Intraductal carcinoma in situ of right breast,,1
247,248,D05.12,9,C,INTRADUCTAL CA IN SITU LEFT BREAST,INTRADUCTAL CARCINOMA IN SITU OF LEFT BREAST,Intraductal carcinoma in situ of left breast,,1
248,249,D05.82,2,C,OTH TYPE CA IN SITU LT BREAST,OTHER SPEC TYPE CARCINOMA IN SITU LEFT BREAST,Other specified type of carcinoma in situ of left breast,,1
249,250,D05.90,1,C,UNS TYPE CA IN SITU UNS BREAST,UNSPECIFIED TYPE CARCINOMA IN SITU UNS BREAST,Unspecified type of carcinoma in situ of unspecified breast,,1
250,251,D05.92,2,C,UNS TYPE CA IN SITU LEFT BREAST,UNSPECIFIED TYPE CARCINOMA IN SITU LEFT BREAST,Unspecified type of carcinoma in situ of left breast,,1
251,252,D07.1,1,C,CARCINOMA IN SITU OF VULVA,CARCINOMA IN SITU OF VULVA,Carcinoma in situ of vulva,,1
252,253,D07.5,1,C,CARCINOMA IN SITU OF PROSTATE,CARCINOMA IN SITU OF PROSTATE,Carcinoma in situ of prostate,,1
253,254,D09.0,3,C,CARCINOMA IN SITU OF BLADDER,CARCINOMA IN SITU OF BLADDER,Carcinoma in situ of bladder,,1
254,255,D09.9,3,C,CARCINOMA IN SITU UNSPECIFIED,CARCINOMA IN SITU UNSPECIFIED,"Carcinoma in situ, unspecified",,1
255,256,D10.39,1,C,BENIGN NEOPLASM OTHER PARTS MOUTH,BENIGN NEOPLASM OF OTHER PARTS OF MOUTH,Benign neoplasm of other parts of mouth,,1
256,257,D12.2,4,C,BENIGN NEOPLASM OF ASCENDING COLON,BENIGN NEOPLASM OF ASCENDING COLON,Benign neoplasm of ascending colon,,1
257,258,D12.5,1,C,BENIGN NEOPLASM OF SIGMOID COLON,BENIGN NEOPLASM OF SIGMOID COLON,Benign neoplasm of sigmoid colon,,1
258,259,D12.6,17,C,BENIGN NEOPLASM COLON UNSPECIFIED,BENIGN NEOPLASM OF COLON UNSPECIFIED,"Benign neoplasm of colon, unspecified",,1
259,260,D13.5,2,C,BENIGN NEO EXTRAHEPATIC BILE DUCT,BENIGN NEOPLASM OF EXTRAHEPATIC BILE DUCTS,Benign neoplasm of extrahepatic bile ducts,,1
260,261,D13.9,2,C,BENIGN NEO ILL-DEF SITE DIGEST SYS,BENIGN NEOPLASM ILL-DEFIND SITE IN DIGESTIVE SYS,Benign neoplasm of ill-defined sites within the digestive system,,1
261,262,D14.30,1,C,BENIGN NEOPLASM UNS BRONCHUS LUNG,BENIGN NEOPLASM OF UNSPECIFIED BRONCHUS & LUNG,Benign neoplasm of unspecified bronchus and lung,,1
262,263,D15.0,3,C,BENIGN NEOPLASM OF THYMUS,BENIGN NEOPLASM OF THYMUS,Benign neoplasm of thymus,,1
263,264,D16.21,1,C,BEN NEOPLASM LONG BONES RT LOW LIMB,BENIGN NEOPLASM LONG BONES OF RIGHT LOWER LIMB,Benign neoplasm of long bones of right lower limb,,1
264,265,D16.9,2,C,BEN NEOPLSM BONE ARTICULAR CART UNS,BENIGN NEOPLASM BONE AND ARTICULAR CARTILAGE UNS,"Benign neoplasm of bone and articular cartilage, unspecified",,1
265,266,D17.0,8,C,BEN LIPOMAT NEO SKIN SUBQ HEAD NECK,BENIGN LIPOMATOUS NEO SKIN SUBQ HEAD FACE NECK,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",,1
266,267,D17.1,12,C,BEN LIPOMAT NEOPLSM SKIN SUBQ TRUNK,BENIGN LIPOMATOUS NEOPLASM SKIN & SUBQ TRUNK,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,,1
267,268,D17.20,8,C,BEN LIPOMAT NEO SKIN SUBQ UNS LIMB,BENIGN LIPOMATOUS NEOPLSM SKIN & SUBQ UNS LIMB,Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified limb,,1
268,269,D17.21,4,C,BEN LIPOMATOUS NEO SKIN SUBQ RT ARM,BENIGN LIPOMATOUS NEOPLASM SKIN & SUBQ RIGHT ARM,Benign lipomatous neoplasm of skin and subcutaneous tissue of right arm,,1
269,270,D17.22,6,C,BEN LIPOMATOUS NEO SKIN SUBQ LT ARM,BENIGN LIPOMATOUS NEOPLASM SKIN & SUBQ LEFT ARM,Benign lipomatous neoplasm of skin and subcutaneous tissue of left arm,,1
270,271,D17.23,3,C,BEN LIPOMATOUS NEO SKIN SUBQ RT LEG,BENIGN LIPOMATOUS NEOPLASM SKIN & SUBQ RIGHT LEG,Benign lipomatous neoplasm of skin and subcutaneous tissue of right leg,,1
271,272,D17.24,1,C,BEN LIPOMATOUS NEO SKIN SUBQ LT LEG,BENIGN LIPOMATOUS NEOPLASM SKIN & SUBQ LEFT LEG,Benign lipomatous neoplasm of skin and subcutaneous tissue of left leg,,1
272,273,D17.71,6,C,BENIGN LIPOMATOUS NEOPLASM KIDNEY,BENIGN LIPOMATOUS NEOPLASM OF KIDNEY,Benign lipomatous neoplasm of kidney,,1
273,274,D17.79,12,C,BEN LIPOMATOUS NEOPLASM OTH SITES,BENIGN LIPOMATOUS NEOPLASM OF OTHER SITES,Benign lipomatous neoplasm of other sites,,1
274,275,D17.9,26,C,BENIGN LIPOMATOUS NEOPLASM UNS,BENIGN LIPOMATOUS NEOPLASM UNSPECIFIED,"Benign lipomatous neoplasm, unspecified",,1
275,276,D18.00,2,C,HEMANGIOMA UNSPECIFIED SITE,HEMANGIOMA UNSPECIFIED SITE,Hemangioma unspecified site,,1
276,277,D18.01,2,C,HEMANGIOMA SKIN SUBCUTANEOUS TISSUE,HEMANGIOMA OF SKIN AND SUBCUTANEOUS TISSUE,Hemangioma of skin and subcutaneous tissue,,1
277,278,D18.03,3,C,HEMANGIOMA INTRA-ABDOM STRUCTURES,HEMANGIOMA OF INTRA-ABDOMINAL STRUCTURES,Hemangioma of intra-abdominal structures,,1
278,279,D18.09,1,C,HEMANGIOMA OF OTHER SITES,HEMANGIOMA OF OTHER SITES,Hemangioma of other sites,,1
279,280,D21.22,1,C,BEN NEO CNCTV SOFT TISS LT LOW LIMB,BENIGN NEOPLASM CNCTV OTH SOFT TISS LT LOW LIMB,"Benign neoplasm of connective and other soft tissue of left lower limb, including hip",,1
280,281,D21.9,1,C,BEN NEOPLSM CNCTV OTH SOFT TISS UNS,BENIGN NEOPLASM CNCTV & OTHER SOFT TISSUE UNS,"Benign neoplasm of connective and other soft tissue, unspecified",,1
281,282,D22.0,1,C,MELANOCYTIC NEVI OF LIP,MELANOCYTIC NEVI OF LIP,Melanocytic nevi of lip,,1
282,283,D22.21,1,C,MELANOCYTIC NEVI RIGHT EAR & CANAL,MELANOCYTIC NEVI RIGHT EAR & EXT AURICULAR CANAL,Melanocytic nevi of right ear and external auricular canal,,1
283,284,D22.30,7,C,MELANOCYTIC NEVI OF UNS PART FACE,MELANOCYTIC NEVI OF UNSPECIFIED PART OF FACE,Melanocytic nevi of unspecified part of face,,1
284,285,D22.39,1,C,MELANOCYTIC NEVI OF OTH PARTS FACE,MELANOCYTIC NEVI OF OTHER PARTS OF FACE,Melanocytic nevi of other parts of face,,1
285,286,D22.4,1,C,MELANOCYTIC NEVI OF SCALP AND NECK,MELANOCYTIC NEVI OF SCALP AND NECK,Melanocytic nevi of scalp and neck,,1
286,287,D22.5,1,C,MELANOCYTIC NEVI OF TRUNK,MELANOCYTIC NEVI OF TRUNK,Melanocytic nevi of trunk,,1
287,288,D22.9,66,C,MELANOCYTIC NEVI UNSPECIFIED,MELANOCYTIC NEVI UNSPECIFIED,"Melanocytic nevi, unspecified",,1
288,289,D23.0,1,C,OTHER BENIGN NEOPLASM SKIN OF LIP,OTHER BENIGN NEOPLASM OF SKIN OF LIP,Other benign neoplasm of skin of lip,,1
289,290,D23.30,3,C,OTH BEN NEOPLSM SKIN UNS PART FACE,OTHER BENIGN NEOPLASM SKIN UNSPECIFIED PART FACE,Other benign neoplasm of skin of unspecified part of face,,1
290,291,D23.4,2,C,OTH BEN NEOPLASM SKIN SCALP & NECK,OTHER BENIGN NEOPLASM OF SKIN OF SCALP AND NECK,Other benign neoplasm of skin of scalp and neck,,1
291,292,D23.5,3,C,OTHER BENIGN NEOPLASM OF SKIN TRUNK,OTHER BENIGN NEOPLASM OF SKIN OF TRUNK,Other benign neoplasm of skin of trunk,,1
292,293,D23.9,5,C,OTHER BENIGN NEOPLASM OF SKIN UNS,OTHER BENIGN NEOPLASM OF SKIN UNSPECIFIED,"Other benign neoplasm of skin, unspecified",,1
293,294,D24.2,1,C,BENIGN NEOPLASM OF LEFT BREAST,BENIGN NEOPLASM OF LEFT BREAST,Benign neoplasm of left breast,,1
294,295,D25.1,1,C,INTRAMURAL LEIOMYOMA OF UTERUS,INTRAMURAL LEIOMYOMA OF UTERUS,Intramural leiomyoma of uterus,,1
295,296,D25.9,2,C,LEIOMYOMA OF UTERUS UNSPECIFIED,LEIOMYOMA OF UTERUS UNSPECIFIED,"Leiomyoma of uterus, unspecified",,1
296,297,D30.00,1,C,BENIGN NEOPLASM UNSPECIFIED KIDNEY,BENIGN NEOPLASM OF UNSPECIFIED KIDNEY,Benign neoplasm of unspecified kidney,,1
297,298,D30.01,5,C,BENIGN NEOPLASM OF RIGHT KIDNEY,BENIGN NEOPLASM OF RIGHT KIDNEY,Benign neoplasm of right kidney,,1
298,299,D31.11,1,C,BENIGN NEOPLASM OF RIGHT CORNEA,BENIGN NEOPLASM OF RIGHT CORNEA,Benign neoplasm of right cornea,,1
299,300,D31.32,1,C,BENIGN NEOPLASM OF LEFT CHOROID,BENIGN NEOPLASM OF LEFT CHOROID,Benign neoplasm of left choroid,,1
300,301,D32.0,1,C,BENIGN NEOPLASM CEREBRAL MENINGES,BENIGN NEOPLASM OF CEREBRAL MENINGES,Benign neoplasm of cerebral meninges,,1
301,302,D32.9,10,C,BENIGN NEOPLASM OF MENINGES UNS,BENIGN NEOPLASM OF MENINGES UNSPECIFIED,"Benign neoplasm of meninges, unspecified",,1
302,303,D33.3,2,C,BENIGN NEOPLASM OF CRANIAL NERVES,BENIGN NEOPLASM OF CRANIAL NERVES,Benign neoplasm of cranial nerves,,1
303,304,D35.01,1,C,BENIGN NEOPLASM RIGHT ADRENAL GLAND,BENIGN NEOPLASM OF RIGHT ADRENAL GLAND,Benign neoplasm of right adrenal gland,,1
304,305,D35.02,3,C,BENIGN NEOPLASM LEFT ADRENAL GLAND,BENIGN NEOPLASM OF LEFT ADRENAL GLAND,Benign neoplasm of left adrenal gland,,1
305,306,D35.1,3,C,BENIGN NEOPLASM PARATHYROID GLAND,BENIGN NEOPLASM OF PARATHYROID GLAND,Benign neoplasm of parathyroid gland,,1
306,307,D35.2,7,C,BENIGN NEOPLASM OF PITUITARY GLAND,BENIGN NEOPLASM OF PITUITARY GLAND,Benign neoplasm of pituitary gland,,1
307,308,D36.10,3,C,BENIGN NEO PERIPH NERVES & ANS UNS,BENIGN NEOPLASM OF PERIPHERAL NERVES & ANS UNS,"Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified",,1
308,309,D36.13,3,C,BENIGN NEO PERIPH NERV ANS LOW LIMB,BENIGN NEOPLASM PERIPH NERV ANS LOW LIMB W/HIP,"Benign neoplasm of peripheral nerves and autonomic nervous system of lower limb, including hip",,1
309,310,D36.14,1,C,BENIGN NEO PERIPH NERVES ANS THORAX,BENIGN NEOPLASM PERIPHERAL NERVES & ANS THORAX,Benign neoplasm of peripheral nerves and autonomic nervous system of thorax,,1
310,311,D36.9,8,C,BENIGN NEOPLASM UNSPECIFIED SITE,BENIGN NEOPLASM UNSPECIFIED SITE,"Benign neoplasm, unspecified site",,1
311,312,D37.030,2,C,NEO UNCERT BHV PAROTID SALIV GLAND,NEOPLASM UNCERTAIN BHV PAROTID SALIVARY GLANDS,Neoplasm of uncertain behavior of the parotid salivary glands,,1
312,313,D37.09,1,C,NEO UNCERT BHV OTH SITE ORAL CAV,NEOPLASM UNCERTAIN BHV OTH SPEC SITES ORAL CAV,Neoplasm of uncertain behavior of other specified sites of the oral cavity,,1
313,314,D37.1,1,C,NEOPLASM UNCERTAIN BEHAVIOR STOMACH,NEOPLASM OF UNCERTAIN BEHAVIOR OF STOMACH,Neoplasm of uncertain behavior of stomach,,1
314,315,D37.8,1,C,NEO UNCRT BHV OTH SPEC DIGESTV ORGN,NEOPLASM UNCERTAIN BHV OTH SPEC DIGESTIVE ORGAN,Neoplasm of uncertain behavior of other specified digestive organs,,1
315,316,D3A.00,2,C,BENIGN CARCINOID TUMOR UNS SITE,BENIGN CARCINOID TUMOR OF UNSPECIFIED SITE,Benign carcinoid tumor of unspecified site,,1
316,317,D3A.019,1,C,BENIGN CARCINOID TUMOR SI UNS PART,BENIGN CARCINOID TUMOR SMALL INTESTINE UNS PRTN,"Benign carcinoid tumor of the small intestine, unspecified portion",,1
317,318,D3A.098,2,C,BENIGN CARCINOID TUMORS OTHER SITES,BENIGN CARCINOID TUMORS OF OTHER SITES,Benign carcinoid tumors of other sites,,1
318,319,D3A.8,3,C,OTHER BENIGN NEUROENDOCRINE TUMORS,OTHER BENIGN NEUROENDOCRINE TUMORS,Other benign neuroendocrine tumors,,1
319,320,D42.0,1,C,NEOPLASM UNCERT BHV CERBRL MENINGES,NEOPLASM OF UNCERTAIN BEHAVIOR CEREBRAL MENINGES,Neoplasm of uncertain behavior of cerebral meninges,,1
320,321,D44.7,1,C,NEO UNCRT BHV AORTIC BDY PARAGNGLIA,NEOPLASM UNCERT BHV AORTIC BODY OTH PARAGANGLIA,Neoplasm of uncertain behavior of aortic body and other paraganglia,,1
321,322,D45,17,C,POLYCYTHEMIA VERA,POLYCYTHEMIA VERA,Polycythemia vera,,1
322,323,D46.9,5,C,MYELODYSPLASTIC SYNDROME UNS,MYELODYSPLASTIC SYNDROME UNSPECIFIED,"Myelodysplastic syndrome, unspecified",,1
323,324,D47.1,1,C,CHRONIC MYELOPROLIFERATIVE DISEASE,CHRONIC MYELOPROLIFERATIVE DISEASE,Chronic myeloproliferative disease,,1
324,325,D47.2,11,C,MONOCLONAL GAMMOPATHY,MONOCLONAL GAMMOPATHY,Monoclonal gammopathy,,1
325,326,D47.3,18,C,ESSENTIAL THROMBOCYTHEMIA,ESSENTIAL HEMORRHAGIC THROMBOCYTHEMIA,Essential (hemorrhagic) thrombocythemia,,1
